,Close,High,Open,Low
2197,0.11277188355735242,0.11202390844709402,0.11290265256141263,0.11294288633587313
2198,0.11308895688500638,0.1126165721439799,0.11324905025268181,0.11297950456400366
2199,0.11333278572450846,0.11295797660401462,0.11347994050028885,0.11312856835154257
2200,0.11354900297355086,0.11320521749280318,0.11368858337893395,0.11331276200354393
2201,0.11375611570092507,0.11342208071722881,0.11389328837483532,0.1135091336169923
2202,0.11395994382615862,0.11362893535889107,0.11409649973569014,0.11370890981898558
2203,0.11416233747103353,0.11383225499311045,0.1142988642281634,0.11390935265284566
2204,0.11436387512853738,0.11403406328589935,0.11450055710395218,0.11410959687130791
2205,0.11456473857106657,0.1142349931375979,0.11470163299510393,0.11430937387320823
2206,0.11476498565235621,0.1144352430302122,0.11490210989339023,0.11450860103799228
2207,0.1149646355994274,0.11463487602158974,0.11510199459080814,0.11470725380565264
2208,0.11516369559606847,0.11483391295489405,0.11530129039530818,0.11490532570760485
2209,0.1153621690694222,0.11503236151388174,0.11549999952747339,0.1151028159105329
2210,0.11556005827242011,0.1152302252778353,0.11569812386562182,0.1152997253337954
2211,0.11575736508858311,0.11542750654345747,0.11589566517793566,0.11549605543947987
2212,0.11595409128283501,0.11562420720428,0.11609262519479505,0.11569180785534672
2213,0.1161502385796745,0.11582032902472746,0.11628900563133,0.11588698425733657
2214,0.1163458086875465,0.1160158737255349,0.11648480819445758,0.1160815863329657
2215,0.11654080330644703,0.11621084301037657,0.11668003458508555,0.1162756157699287
2216,0.1167352241303035,0.11640523857417498,0.11687468649880911,0.11646907425255726
2217,0.11692907284772638,0.11659906210569979,0.11706876562613819,0.11666196346072605
2218,0.1171223511422537,0.11679231528838833,0.11726227365257827,0.11685428506952236
2219,0.11731506069243718,0.11698499980061107,0.1174552122586658,0.11704604074915277
2220,0.11750720317187913,0.11717711731576429,0.11764758311998905,0.1172372321649242
2221,0.11769878024925395,0.11736866950230916,0.11783938790720487,0.11742786097724794
2222,0.11788979358832491,0.11755965802379381,0.11803062828605358,0.11761792884165077
2223,0.11808024484795901,0.11775008453887023,0.11822130591737409,0.1178074374087885
2224,0.11827013568214179,0.11793995070130907,0.11841142245711771,0.11799638832445958
